GeneID,Symbol,Description,FullGeneName
137805877,LOC137805877,uncharacterized LOC137805877,uncharacterized LOC137805877
137805878,LOC137805878,uncharacterized LOC137805878,uncharacterized LOC137805878
137805879,LOC137805879,uncharacterized LOC137805879,ERROR
137805880,LOC137805880,cytokinin dehydrogenase 4-like,ERROR
137805881,LOC137805881,uncharacterized LOC137805881,ERROR
137805882,LOC137805882,spermidine hydroxycinnamoyl transferase-like,ERROR
137805883,LOC137805883,uncharacterized LOC137805883,ERROR
137805884,LOC137805884,uncharacterized LOC137805884,ERROR
137805885,LOC137805885,uncharacterized LOC137805885,ERROR
137805886,LOC137805886,uncharacterized LOC137805886,ERROR
137805887,LOC137805887,uncharacterized LOC137805887,ERROR
137805888,LOC137805888,"mannosyl-oligosaccharide 1,2-alpha-mannosidase MNS1-like",ERROR
137805889,LOC137805889,uncharacterized LOC137805889,ERROR
137805890,LOC137805890,probable serine/threonine-protein kinase PIX13,ERROR
137805891,LOC137805891,uncharacterized LOC137805891,ERROR
137805892,LOC137805892,uncharacterized LOC137805892,ERROR
137805893,LOC137805893,protein MAIN-LIKE 1-like,ERROR
137805894,LOC137805894,auxin-responsive protein IAA33,ERROR
137805895,LOC137805895,(DL)-glycerol-3-phosphatase 2-like,ERROR
137805896,LOC137805896,uncharacterized LOC137805896,ERROR
137805897,LOC137805897,uncharacterized LOC137805897,ERROR
137805898,LOC137805898,uncharacterized LOC137805898,ERROR
137805899,LOC137805899,uncharacterized LOC137805899,ERROR
137805900,LOC137805900,PTI1-like tyrosine-protein kinase At3g15890,ERROR
137805901,LOC137805901,glutamate receptor 2.8-like,glutamate receptor 2.8-like
137805902,LOC137805902,senescence-specific cysteine protease SAG39-like,senescence-specific cysteine protease SAG39-like
137805903,LOC137805903,glutamate receptor 2.8-like,glutamate receptor 2.8-like
137805904,LOC137805904,gamma-glutamyl peptidase 3-like,gamma-glutamyl peptidase 3-like
137805905,LOC137805905,uncharacterized LOC137805905,uncharacterized LOC137805905
137805906,LOC137805906,early nodulin-55-1,early nodulin-55-1
137805907,LOC137805907,transmembrane 9 superfamily member 9-like,transmembrane 9 superfamily member 9-like
137805908,LOC137805908,nod factor hydrolase protein 1-like,nod factor hydrolase protein 1-like
137805909,LOC137805909,uncharacterized LOC137805909,uncharacterized LOC137805909
137805910,LOC137805910,early nodulin-93-like,ERROR
137805911,LOC137805911,uncharacterized LOC137805911,ERROR
137805912,LOC137805912,F-box/kelch-repeat protein At3g23880-like,ERROR
137805913,LOC137805913,uncharacterized LOC137805913,uncharacterized LOC137805913
137805914,LOC137805914,filament-like plant protein 1,filament-like plant protein 1
137805915,LOC137805915,peroxidase 25-like,peroxidase 25-like
137805916,LOC137805916,EPIDERMAL PATTERNING FACTOR-like protein 8,EPIDERMAL PATTERNING FACTOR-like protein 8
137805917,LOC137805917,blue copper protein-like,ERROR
137805918,LOC137805918,umecyanin-like,umecyanin-like
137805919,LOC137805919,probable glycosyltransferase At5g20260,probable glycosyltransferase At5g20260
137805920,LOC137805920,uncharacterized LOC137805920,uncharacterized LOC137805920
137805921,LOC137805921,uncharacterized LOC137805921,uncharacterized LOC137805921
137805922,LOC137805922,uncharacterized LOC137805922,uncharacterized LOC137805922
137805923,LOC137805923,uncharacterized LOC137805923,uncharacterized LOC137805923
137805924,LOC137805924,uncharacterized LOC137805924,uncharacterized LOC137805924
137805925,LOC137805925,ethylene-responsive transcription factor SHINE 3-like,ERROR
137805926,LOC137805926,protein SOB FIVE-LIKE 1,ERROR
137805927,LOC137805927,uncharacterized LOC137805927,ERROR
137805928,LOC137805928,uncharacterized LOC137805928,uncharacterized LOC137805928
137805929,LOC137805929,flavonoid 3'-monooxygenase,flavonoid 3'-monooxygenase
137805930,LOC137805930,WEB family protein At1g12150-like,WEB family protein At1g12150-like
137805931,LOC137805931,probable receptor-like protein kinase At5g61350,probable receptor-like protein kinase At5g61350
137805932,LOC137805932,myb-related protein 306-like,myb-related protein 306-like
137805933,LOC137805933,F-box/kelch-repeat protein SKIP11-like,ERROR
137805934,LOC137805934,uncharacterized LOC137805934,uncharacterized LOC137805934
137805935,LOC137805935,LOB domain-containing protein 27-like,LOB domain-containing protein 27-like
137805936,LOC137805936,"probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 9","probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 9"
137805937,LOC137805937,uncharacterized LOC137805937,ERROR
137805938,LOC137805938,spermidine synthase 1-like,ERROR
137805939,LOC137805939,protein JINGUBANG-like,ERROR
137805940,LOC137805940,E3 ubiquitin-protein ligase AIRP2-like,E3 ubiquitin-protein ligase AIRP2-like
137805941,LOC137805941,GRAS family protein RAD1-like,GRAS family protein RAD1-like
137805942,LOC137805942,lysine histidine transporter 1-like,lysine histidine transporter 1-like
137805943,LOC137805943,protein ROOT INITIATION DEFECTIVE 3-like,protein ROOT INITIATION DEFECTIVE 3-like
137805944,LOC137805944,uncharacterized LOC137805944,uncharacterized LOC137805944
137805945,LOC137805945,uncharacterized LOC137805945,uncharacterized LOC137805945
137805946,LOC137805946,probable calcium-binding protein CML13,probable calcium-binding protein CML13
137805947,LOC137805947,zinc finger A20 and AN1 domain-containing stress-associated protein 7-like,zinc finger A20 and AN1 domain-containing stress-associated protein 7-like
137805948,LOC137805948,protein DJ-1 homolog B-like,protein DJ-1 homolog B-like
137805949,LOC137805949,uncharacterized LOC137805949,ERROR
137805950,LOC137805950,WAT1-related protein At5g47470-like,ERROR
137805951,LOC137805951,probable purine permease 11,ERROR
137805952,LOC137805952,late embryogenesis abundant protein 18-like,late embryogenesis abundant protein 18-like
137805953,LOC137805953,uncharacterized LOC137805953,uncharacterized LOC137805953
137805954,LOC137805954,probable hexokinase-like 2 protein,probable hexokinase-like 2 protein
137805955,LOC137805955,EPIDERMAL PATTERNING FACTOR-like protein 2,ERROR
137805956,LOC137805956,short-chain dehydrogenase virD-like,ERROR
137805957,LOC137805957,putative pentatricopeptide repeat-containing protein At1g68930,ERROR
137805958,LOC137805958,ACT domain-containing protein ACR1-like,ACT domain-containing protein ACR1-like
137805959,LOC137805959,uncharacterized LOC137805959,uncharacterized LOC137805959
137805960,LOC137805960,UDP-glycosyltransferase 84B2-like,UDP-glycosyltransferase 84B2-like
137805961,LOC137805961,protein ENHANCED PSEUDOMONAS SUSCEPTIBILITY 1-like,ERROR
137805962,LOC137805962,uncharacterized LOC137805962,uncharacterized LOC137805962
137805963,LOC137805963,probable E3 ubiquitin-protein ligase RHG1A,probable E3 ubiquitin-protein ligase RHG1A
137805964,LOC137805964,uncharacterized LOC137805964,uncharacterized LOC137805964
137805965,LOC137805965,PI-PLC X domain-containing protein At5g67130-like,ERROR
137805966,LOC137805966,triacylglycerol lipase OBL1-like,triacylglycerol lipase OBL1-like
137805967,LOC137805967,cold-regulated 413 plasma membrane protein 2-like,cold-regulated 413 plasma membrane protein 2-like
137805968,LOC137805968,homeobox-leucine zipper protein ATHB-40-like,homeobox-leucine zipper protein ATHB-40-like
137805969,LOC137805969,uncharacterized LOC137805969,uncharacterized LOC137805969
137805970,LOC137805970,disease resistance response protein 206-like,ERROR
137805971,LOC137805971,cholesterol 22-monohydroxylase CYP90B51-like,ERROR
137805972,LOC137805972,uncharacterized LOC137805972,ERROR
137805973,LOC137805973,uncharacterized LOC137805973,uncharacterized LOC137805973
137805974,LOC137805974,uncharacterized LOC137805974,uncharacterized LOC137805974
137805975,LOC137805975,uncharacterized LOC137805975,uncharacterized LOC137805975
137805976,LOC137805976,toMV susceptible protein tm-1(GCR26)-like,toMV susceptible protein tm-1(GCR26)-like
137805977,LOC137805977,probable methyltransferase PMT27,ERROR
137805978,LOC137805978,fe(2+) transport protein 1-like,ERROR
137805979,LOC137805979,endoglucanase 24-like,endoglucanase 24-like
137805980,LOC137805980,"protein EARLY-RESPONSIVE TO DEHYDRATION 7, chloroplastic","protein EARLY-RESPONSIVE TO DEHYDRATION 7, chloroplastic"
137805981,LOC137805981,GDSL esterase/lipase EXL3-like,GDSL esterase/lipase EXL3-like
137805982,LOC137805982,GDSL esterase/lipase EXL3-like,GDSL esterase/lipase EXL3-like
137805983,LOC137805983,bZIP transcription factor 27-like,ERROR
137805984,LOC137805984,ammonium transporter 2 member 3-like,ERROR
137805985,LOC137805985,GDSL esterase/lipase At5g55050-like,GDSL esterase/lipase At5g55050-like
137805986,LOC137805986,uncharacterized LOC137805986,uncharacterized LOC137805986
137805987,LOC137805987,amino acid transporter AVT3B-like,amino acid transporter AVT3B-like
137805988,LOC137805988,protein PIN-LIKES 7-like,protein PIN-LIKES 7-like
137805989,LOC137805989,monosaccharide-sensing protein 2-like,monosaccharide-sensing protein 2-like
137805990,LOC137805990,diacylglycerol O-acyltransferase 2D-like,diacylglycerol O-acyltransferase 2D-like
137805991,LOC137805991,uncharacterized LOC137805991,ERROR
137805992,LOC137805992,uncharacterized LOC137805992,ERROR
137805993,LOC137805993,increased DNA methylation 1-like,ERROR
137805994,LOC137805994,uncharacterized LOC137805994,uncharacterized LOC137805994
137805995,LOC137805995,vegetative cell wall protein gp1-like,vegetative cell wall protein gp1-like
137805996,LOC137805996,transcription factor MYB53-like,transcription factor MYB53-like
137805997,LOC137805997,lectin 7-like,lectin 7-like
137805998,LOC137805998,proliferating cell nuclear antigen-like,proliferating cell nuclear antigen-like
137805999,LOC137805999,uncharacterized LOC137805999,uncharacterized LOC137805999
137806000,LOC137806000,zinc-finger homeodomain protein 1-like,zinc-finger homeodomain protein 1-like
137806001,LOC137806001,THO complex subunit 4B-like,THO complex subunit 4B-like
137806002,LOC137806002,isoflavone 4'-O-methyltransferase-like,isoflavone 4'-O-methyltransferase-like
137806003,LOC137806003,isoflavone 4'-O-methyltransferase-like,ERROR
137806004,LOC137806004,glutaredoxin-C9-like,ERROR
137806005,LOC137806005,small ubiquitin-related modifier 1-like,ERROR
137806006,LOC137806006,uncharacterized LOC137806006,uncharacterized LOC137806006
137806007,LOC137806007,uncharacterized LOC137806007,uncharacterized LOC137806007
137806008,LOC137806008,probable LRR receptor-like serine/threonine-protein kinase At1g51810,probable LRR receptor-like serine/threonine-protein kinase At1g51810
137806009,LOC137806009,probable carboxylesterase 12,probable carboxylesterase 12
137806010,LOC137806010,uncharacterized LOC137806010,uncharacterized LOC137806010
137806011,LOC137806011,uncharacterized LOC137806011,uncharacterized LOC137806011
137806012,LOC137806012,"pentatricopeptide repeat-containing protein At1g66345, mitochondrial",ERROR
137806013,LOC137806013,geraniol 8-hydroxylase-like,ERROR
137806014,LOC137806014,geraniol 8-hydroxylase-like,ERROR
137806015,LOC137806015,uncharacterized LOC137806015,uncharacterized LOC137806015
137806016,LOC137806016,ENHANCER OF AG-4 protein 2-like,ENHANCER OF AG-4 protein 2-like
137806017,LOC137806017,uncharacterized LOC137806017,uncharacterized LOC137806017
137806018,LOC137806018,uncharacterized LOC137806018,uncharacterized LOC137806018
137806019,LOC137806019,nicotinamidase 2-like,nicotinamidase 2-like
137806020,LOC137806020,"chaperone protein dnaJ C76, chloroplastic","chaperone protein dnaJ C76, chloroplastic"
137806021,LOC137806021,abscisic acid 8'-hydroxylase 2,abscisic acid 8'-hydroxylase 2
137806022,LOC137806022,uncharacterized protein At5g23160-like,uncharacterized protein At5g23160-like
137806023,LOC137806023,transcription elongation factor SPT4 homolog 2,transcription elongation factor SPT4 homolog 2
137806024,LOC137806024,uncharacterized LOC137806024,ERROR
137806025,LOC137806025,thioredoxin-like protein YLS8,ERROR
137806026,LOC137806026,uncharacterized LOC137806026,ERROR
137806027,LOC137806027,protein MOS2-like,protein MOS2-like
137806028,LOC137806028,uncharacterized LOC137806028,uncharacterized LOC137806028
137806029,LOC137806029,peroxidase 5-like,peroxidase 5-like
137806030,LOC137806030,AUGMIN subunit 3,ERROR
137806031,LOC137806031,peroxidase 5-like,ERROR
137806032,LOC137806032,transcription factor TCP7-like,ERROR
137806033,LOC137806033,uncharacterized LOC137806033,uncharacterized LOC137806033
137806034,LOC137806034,uncharacterized LOC137806034,uncharacterized LOC137806034
137806035,LOC137806035,uncharacterized LOC137806035,uncharacterized LOC137806035
137806036,LOC137806036,putative disease resistance protein At4g10780,ERROR
137806037,LOC137806037,uncharacterized LOC137806037,uncharacterized LOC137806037
137806038,LOC137806038,uncharacterized LOC137806038,ERROR
137806039,LOC137806039,uncharacterized LOC137806039,uncharacterized LOC137806039
137806040,LOC137806040,uncharacterized LOC137806040,uncharacterized LOC137806040
137806041,LOC137806041,probable disease resistance protein At1g61190,probable disease resistance protein At1g61190
137806042,LOC137806042,uncharacterized LOC137806042,uncharacterized LOC137806042
137806043,LOC137806043,myosin-1-like,myosin-1-like
137806044,LOC137806044,65-kDa microtubule-associated protein 6-like,65-kDa microtubule-associated protein 6-like
137806045,LOC137806045,cyclin-J18,cyclin-J18
137806046,LOC137806046,type IV inositol polyphosphate 5-phosphatase 9-like,type IV inositol polyphosphate 5-phosphatase 9-like
137806047,LOC137806047,uncharacterized LOC137806047,ERROR
137806048,LOC137806048,uncharacterized LOC137806048,uncharacterized LOC137806048
137806049,LOC137806049,U2 small nuclear ribonucleoprotein A',U2 small nuclear ribonucleoprotein A'
137806050,LOC137806050,uncharacterized LOC137806050,uncharacterized LOC137806050
137806051,LOC137806051,uncharacterized LOC137806051,ERROR
137806052,LOC137806052,"pentatricopeptide repeat-containing protein At5g04780, mitochondrial-like",ERROR
137806053,LOC137806053,uncharacterized LOC137806053,ERROR
137806054,LOC137806054,pentatricopeptide repeat-containing protein At2g13600-like,pentatricopeptide repeat-containing protein At2g13600-like
137806055,LOC137806055,pentatricopeptide repeat-containing protein At5g56310-like,pentatricopeptide repeat-containing protein At5g56310-like
137806056,LOC137806056,protein ASPARTIC PROTEASE IN GUARD CELL 2-like,protein ASPARTIC PROTEASE IN GUARD CELL 2-like
137806057,LOC137806057,uncharacterized LOC137806057,uncharacterized LOC137806057
137806058,LOC137806058,probable protein arginine N-methyltransferase 6,ERROR
137806059,LOC137806059,uncharacterized LOC137806059,uncharacterized LOC137806059
137806060,LOC137806060,probable uridine nucleosidase 2,ERROR
137806061,LOC137806061,phytochrome-associated serine/threonine-protein phosphatase,phytochrome-associated serine/threonine-protein phosphatase
137806062,LOC137806062,DNA polymerase epsilon catalytic subunit A-like,DNA polymerase epsilon catalytic subunit A-like
137806063,LOC137806063,uncharacterized LOC137806063,uncharacterized LOC137806063
137806064,LOC137806064,uncharacterized LOC137806064,uncharacterized LOC137806064
137806065,LOC137806065,uncharacterized LOC137806065,ERROR
137806066,LOC137806066,uncharacterized LOC137806066,uncharacterized LOC137806066
137806067,LOC137806067,probable metal-nicotianamine transporter YSL7,probable metal-nicotianamine transporter YSL7
137806068,LOC137806068,probable metal-nicotianamine transporter YSL7,probable metal-nicotianamine transporter YSL7
137806069,LOC137806069,DNA ligase 1-like,ERROR
137806070,LOC137806070,protein S-acyltransferase 11,protein S-acyltransferase 11
137806071,LOC137806071,probable xyloglucan galactosyltransferase GT17,ERROR
137806072,LOC137806072,uncharacterized LOC137806072,uncharacterized LOC137806072
137806073,LOC137806073,BTB/POZ domain-containing protein At1g50280-like,BTB/POZ domain-containing protein At1g50280-like
137806074,LOC137806074,B3 domain-containing transcription factor VRN1-like,B3 domain-containing transcription factor VRN1-like
137806075,LOC137806075,histone-lysine N-methyltransferase family member SUVH9-like,histone-lysine N-methyltransferase family member SUVH9-like
137806076,LOC137806076,peptidyl-prolyl cis-trans isomerase CYP21-4-like,peptidyl-prolyl cis-trans isomerase CYP21-4-like
137806077,LOC137806077,protein CHROMATIN REMODELING 19,protein CHROMATIN REMODELING 19
